Id,Label
10000405,0.3943401344818422
10001189,0.2971868381126183
10000674,0.3996875129623658
10001358,0.21311947856573382
10000810,0.08767412864830318
10001323,0.34164838523473706
10001340,0.32518292886694317
10000708,0.24024703559523475
10001722,0.10952672815663686
10000018,0.3438338280574057
10001265,0.0634818842827137
10000905,0.2650475333966172
10000249,0.4674663351260634
10000191,0.4083354369305704
10000880,0.3131918341329879
10000866,0.3510390097758644
10000452,0.000796246564568376
10001946,0.4456075992564192
10000582,0.023700105311201095
10000689,0.24934579459864442
10001904,0.4180504813151003
10000918,0.11260440651030644
10001236,0.19261360674110875
10001513,0.14668646462141474
10000989,0.3551958498602589
10001584,0.03770605511975724
10000479,0.30462655982897385
10000940,0.44002450743122307
10000511,0.18088554092606224
10001185,0.3644552075462825
10000733,0.4126983105751807
10000829,0.32083668698103374
10001986,0.2878184039818465
10001749,0.21977701049680073
10001057,0.3237294322896248
10000427,0.19440627637506794
10001158,0.052234868593730464
10000156,0.12045141581884337
10000491,0.46195117902585553
10000692,0.4294573007419304
10000027,0.3570836624266579
10001109,0.4441248399578534
10001238,0.08427801303195118
10000017,0.24509685855799737
10000629,0.3469181606057869
10000519,0.22216671753513312
10000361,0.03018354034492105
10000289,0.3848239767664675
10001551,0.24878173749348384
10001785,0.07931628634796059
10001548,0.368445567275049
10001326,0.15445739374369769
10000076,0.41704470764526097
10000578,0.14392636884959725
10000279,0.12798285705736792
10000933,0.1254307861926096
10000475,0.06379244248354957
10001339,0.3161854672120493
10001255,0.3305222035108585
10000814,0.16281559604119622
10000840,0.30142450683599215
10001521,0.2691077750228481
10001360,0.370804249707249
10000966,0.04111140002952334
10000047,0.4125436349508972
10000793,0.6967803857106691
10000916,0.05561825891219002
10000682,0.37464740691997567
10000506,0.0747563978123649
10000353,0.3468032721859939
10000276,0.3104805705580421
10000970,0.35848513450976827
10001816,0.11451867424799878
10001302,0.14493086647577083
10000333,0.8860953502041683
10001667,0.3424998054604837
10000135,0.2422215121676921
10000182,0.44568460476908295
10001760,0.4391342020580121
10001366,0.4092136070346998
10001070,0.15595467320742798
10000107,0.4928444293923641
10000390,0.45862976992667764
10001164,0.20602133375894874
10001609,0.14394440799669653
10000262,0.49344512654595646
10001660,0.3852907959281556
10000260,0.18753536662574452
10000487,0.1718124301196256
10000303,0.21125064388642686
10000053,0.364589165654082
10000717,0.24300614944075466
10000148,0.411980325775877
10001463,0.4090489969771139
10001579,0.29525112373251716
10001621,0.23950430962892896
10001926,0.0778952821264287
10000080,0.31375786268565736
10001853,0.34266500332777505
10000264,0.007027104939872723
10001509,0.0004642036246230528
10000579,0.4308377694816525
10000538,0.1790568994202021
10001002,0.14558879173926673
10000037,0.1917897770032052
10001842,0.06039414639222437
10001486,0.4610343925213026
10001116,0.3658379205422171
10000621,0.24866313220762767
10001478,0.22228053325355598
10000386,0.382520054933562
10001819,0.36882188539928934
10001408,0.14762798957683065
10001073,0.30979329546041273
10001586,0.4780392378462539
10001994,0.18146747203706243
10001921,0.27434246295455156
10000077,0.1676974150145974
10000688,0.3835703898341832
10000009,0.1539093289602653
10001617,0.4885618844446325
10000006,0.41907452064398615
10000927,0.13067245986091636
10000161,0.30743142019934727
10001959,0.35113787401452967
10001834,0.4190010232311062
10000895,0.05815137083094002
10001805,0.37767147760934516
10001045,0.21143403183971457
10001437,0.4354622494435539
10001140,0.22115086064404738
10000145,0.3188648223684835
10000240,0.34949394847117604
10000215,0.27699179628698506
10000655,0.34455543246460707
10000465,0.2781865487321866
10001362,1.8553293555650152e-05
10001237,0.17436286345867286
10000759,0.4250178110384917
10001023,0.0008501202934196036
10001018,0.2831708604691692
10001651,0.13893699341771715
10001852,0.3014653567198222
10000572,1.412050032636637e-10
10000085,0.2889764818501848
10001905,0.40624716897482227
10000317,0.2738937018227719
10000118,0.15465283836987198
10000602,0.465355884626357
10001342,0.4150483548500819
10000443,0.23113187570146543
10001027,0.23600988779829424
10000516,0.3746560337563342
10001792,0.0795861949030946
10000030,0.3177783917269243
10000712,0.35123111693635717
10000254,0.0860924925386179
10000898,0.43206015550205196
10001108,0.28431607739710246
10001101,0.3151262191839598
10001014,0.3243496921244473
10001292,0.36979778436157096
10001426,0.13701492161252962
10001991,0.3013884330649098
10001917,0.17141997242171578
10000987,0.40190023140923953
10001869,0.16425164960442437
10001857,0.16689615895350243
10000667,0.3727410656140783
10001482,0.042285819503359294
10000522,0.05370695531900966
10001382,0.23147134781155113
10000124,0.3213605873011234
10000187,0.05122912698658096
10000517,0.47291802554793105
10001203,0.056033341791556786
10001505,0.45265181693403755
10000342,0.4714964854317549
10001786,0.24184421701714118
10000200,0.018584776982988986
10001981,0.23137603644416208
10001989,0.5713758789851853
10001170,0.3891766552510121
10000233,0.25982589913851106
10001987,0.34044940125274686
10001556,0.40448674821878694
10001632,0.3319380423539378
10001467,0.29620864301662897
10000229,0.37190017949913895
10000862,0.2881364683451286
10000981,0.3848408445649989
10000651,0.11084744184430695
10000440,0.44295576304985945
10000557,0.38281521039160976
10000960,0.36645356294218395
10001978,0.08082245812398724
10001980,0.39632251281278463
10000384,0.4366610782955043
10001013,0.10676652202859435
